Extract No.	Need to be Checked(Y/N)	Old Extraction No.	Mapped Reads	Total Reads	% Mapped	% Mapped-Q30	MT_reads	Duplicates	ReadLen (Mapped)	SD ReadLen (Mapped)	ReadLen (All)	SD ReadLen (All)	Museum Code	Age	Period	Neolithic (Y/N/W)	Group	Country	Location	Site Code/Name	Wild/Dom Status	GMM Status	Desired Cov / Current Cov	Seq. strategy (N*S=lane * Shotgun; N*W=lane*WG Wapture; M=mt Capture). UDG for >55bp	Sequencing Status	Source Person	Other Details	Other Details2	Old Haplogroup	Consensus	Internal	External	Lat	Long	mtDNA_cov	mtDNA_bp	DNA	GMM ID (AE)	mtDNA source
GL470	N	GL470	5829	32886	17.72486772	2.788420605	4	0.2469	39.18063781	17.20663525	47.14971221	16.7648104	8	c.4,200-3,500 BC cal	Mid Neolithic	W	EUW-A	France	Roucadour		Wild					Jean-Denis Vigne / Anne Tresset			ANC-Aside	Eu	11	41	44.40	1.47	0.011978571	199	0	no	PCR
GL536	N	GL536	392	20895	1.876046901	0.315865039	3	0.0306	26.15789474	14.44035374	57.28654887	17.84225338	5	7th mill BC ca	Mesolithic	W	EUW-A	Ukraine	Span-Koba		Wild					Norbert Benecke			ANC-Y2-5A	Y2	2	45	45.25	34.40	0.007464034	124	0	no	PCR
GL912		GL912	120265	210690	57.08149414	28.0692012	87	0.0263	56.36107221	14.45120276	57.83994044	14.07127336	LMNH.01		Modern			Iran	NW Persia		Wild					Richard Sabin													
GL942		GL942	151771	251180	60.42320248	15.95867505	75	0.0333	53.36972213	15.0899972	55.24995328	14.96366209	LMNH.29		Modern			Sudan	Nuba		Domestic					Richard Sabin													
GL943		GL943	422943	679094	62.28047958	31.96847565	611	0.0652	44.47633331	11.43966971	46.33072208	12.53198761	LMNH.30		Modern			Egyptian			Wild					Richard Sabin													
GL944		GL944	120148	250862	47.89406128	13.60070477	12	0.0347	59.09103294	13.27697083	60.48899446	12.88834285	LMNH.31		Modern			Georgia	Tbilisi		Wild					Richard Sabin													
GL945		GL945	9220	33539	27.49038433	6.285220191	0	0.0034	52.29404723	15.00667202	60.72009669	14.45324063	LMNH.32		Modern			Slovakia			Wild					Richard Sabin													
GL946		GL946	171531	301407	56.91009167	20.82433387	255	0.0333	63.33998492	12.34412664	64.22176117	11.83419425	LMNH.33		Modern			Hungary			Wild					Richard Sabin													
GL948		GL948	7952	20258	39.2536282	22.57379801	3	0.0033	61.29851123	14.22061294	63.48917556	12.93331763	LMNH.35		Modern			Greece	Kos		Unknown					Richard Sabin													
GL949		GL949	16379	49451	33.121676	17.54868456	2	0.1352	53.15666478	15.39724032	56.8107164	15.29214368	LMNH.36		Modern			Greece	Kos		Unknown					Richard Sabin													
GL950		GL950	698425	930958	75.02218145	41.18392022	1181	0.0365	54.10937228	15.09115001	55.55754398	15.14436809	LMNH.37		Modern			Africa			Domestic					Richard Sabin													
GL951		GL951	100493	165966	60.55035369	39.30564091	319	0.0341	60.02570442	12.89175084	60.5154487	12.79796271	LMNH.38		Modern			Bulgaria			Wild					Richard Sabin													
KD025	N		142111	282223	50.35415257	30.89082038	FULL	0.0016	67.86323367	19.07127353	74.58775862	20.44482093			Mid Iron Age/Late Roman, or Mid Medieva	N	EUD-A	Netherlands	Bunnik Odijk, Utrecht				Done 4X	2.5S	Sequenced	Dan Bradley				Eu			52.08	5.12	305.0799976	16456	3	no	BOTH
KD032	N		101963	226841	44.94910532	27.03788116	39	0.0027	67.79214029	18.67193054	72.0760709	19.57096755		7,300 - 6,950BP	Neolithic	Y	EUD-A	Germany	Herxheim		Domestic		2 / 0	1S	In queue	Dan Bradley			-	Y1			49.15	8.22	0.425088786	5641	3	no	NGS
KD033	N		NA	NA	50	30	FULL	0.01	60	NA	NA	NA		7,300 - 6,950BP	Neolithic	Y		Germany	Herxheim		Domestic		10-Feb	5S	Sequenced (4 lanes) Check to see if there is more extract/bone powder/library etc.	Dan Bradley	NE haplogroup			Y1			49.15	8.22	249.5154999	16171	3	no	BOTH
KD037	N		168104	333114	50.46440558	33.81064741	FULL	0.002	65.07316304	18.5738794	75.98947507	21.94508419		7,300 - 6,950BP	Neolithic	Y		Germany	Herxheim		Domestic		Done 12X	5S	Sequenced (9 lanes)	Dan Bradley	E1 haplogroup			Eu			49.15	8.22	341.0780714	16507	3	no	BOTH
LG166	Y	LG166	8181	280211	2.919585598	2.069511904	5	0.0034	58.6108181	12.72698777	61.07005778	12.86596047	Mun_185	7692±99 cal. BC		W	EUW-A	Germany	Rottenburg Siebenlinden		Wild	pre domestic assumed to be Wild				Joris Peters			ANC-Y2-5A	Y2	6	44	48.48	8.93	0.01432613	238	2	Mun_185	PCR
LG174	N	LG174	494	304890	0.162025649	0.061661583	1	0	37.4534413	18.79668248	59.10566106	13.63606557	Mun_090	4900-4500 BC		W	EUW-A	Germany	Künzing Ünterberg		Wild	Large Wild(95.89%)				Joris Peters			ANC-Y2-5A	Y2	7	44	48.68	13.04	0.004454343	74	0	Mun_090	PCR
LG187	N	LG187	254	307079	0.082714871	0.015631157	0	0	24.58661417	12.47378191	61.2764598	12.52574849	9/19/98-V	5th Millennium BC?	Neolithic	W	BLW-A	Serbia	Vinča-Belo Brdo		Wild					Vesna Dimitrijevic			ANC-Y2-5A	Y2	8	44	44.76	20.62	0	0	0	no	PCR
LG260	N	LG260	227	173854	0.130569328	0.041989255	1	0	36.23348018	19.58017617	56.53496037	12.77506456	BEO VL-233-7	7060-6769 cal. BC	Mesolithic	W	BLW-A	Serbia	Vlasac		Wild					Vesna Dimitrijevic			ANC-Y2-5A	Y2	9	44	42.80	18.22	0.003130079	52	0	no	PCR
LG261	N	LG261	266	151243	0.175875908	0.035704132	1	0	21.80075188	5.125754376	51.74996529	13.56161623	BEO VL-224-xfind 4	7134-6825 cal. BC	Mesolithic	W	BLW-A	Serbia	Vlasac		Wild					Vesna Dimitrijevic			ANC-Y2-5A	Y2	10	44	42.80	18.22	0.00331066	55	0	no	PCR
LG262	N	LG262	55126	269786	20.43323227	14.34396151	2	0.0051	64.64706526	11.56294825	64.07553534	12.12501168	BEO VL-296-1	8th millenium BC?	Mesolithic	W	BLW-A	Serbia	Vlasac		Wild					Vesna Dimitrijevic			ANC-Y2-5A	Y2	11	44	42.80	18.22	0.007704809	128	2	no	PCR
LG263	Y	LG263	455	235282	0.193384959	0.102855297	2	0.0066	53.75	17.74597484	61.44209215	12.32166986	(216) Ex-T-1-2007 X12	7050-6706 cal. BC	Mesolithic	W	?	Serbia	Vlasac		Wild	Large Domestic(91.75%)				Vesna Dimitrijevic			ANC-Y2-5A	Y2	12	44	42.80	18.22	0.007343647	122	0	BEO(216)EX-T1-2007	PCR
LG369	N	LG369	523	213833	0.24458339	0.11925194	2	0	46.71892925	22.5713718	58.44563281	13.42247445	Cepam_46	6th Millennium BC?	Pre-Pottery Neolithic A	W	EUW-A	France	Fontbrégoua		Wild	Wild(94.18%)				Lionel Gourichon			ANC-Aside	Eu	13	44	43.55	6.23	0.005959189	99	0	Cepam_46	PCR
LG402_R1	N	LG402	785	211533	0.37110049	0.208950849	1	0.0191	51.47792208	18.50372066	64.38834993	12.07231504	ICO_07	8249-7964 cal. BC	Mesolithic	W	BLW-A	Romania	Icoana		Wild	pre domestic assumed to be Wild				Adrian Balasescu	Schela Cladovei culture		Christinas	-	2	36	44.42	24.72	0.004514537	75	0	MNHR-ICO-007	PCR
LG404_R1	N	LG404	1145	194450	0.588840319	0.373360761	0	0.0044	55.89385965	15.8511557	65.43349533	11.25751077	ICO_09	8274-7967 cal. BC	Mesolithic	W	BLW-A	Romania	Icoana		Wild	pre domestic assumed to be Wild				Adrian Balasescu	Schela Cladovei culture		ANC-Y2-5A	Y2	3	36	44.42	24.72	0	0	0	MNHR-ICO-009	PCR
LG411_R1	Y	LG411	3998	28170	14.19240327	9.503017394	8	0.0035	64.71059237	13.22640594	52.55785623	14.9813271	CLI_002	12968-12113 cal. BC		W	BLW-A	Romania	Climente II		Wild					Adrian Balasescu			ANC-EJ	?	4	36	44.59	22.26	0.026003732	426	0	no	PCR
LG412_R1	Y	LG412	640	241171	0.265371873	0.111953759	2	0.0078	38.7984252	20.53389129	59.68313941	14.04977317	CLI_003	13th millenium BC?		W	BLW-A	Romania	Climente II		Wild					Adrian Balasescu			ANC-EJ	?	6	36	44.59	22.26	0.002227171	37	0	no	PCR
LG423	N	LG423	5410	248136	2.180255989	1.418979914	8	0.005	59.99349805	12.91407999	64.37388003	11.62755091	VIT_20	4500-3600 cal. BC		W	BLW-A	Romania	Vitănești		Wild	Large Wild(100%)				Adrian Balasescu			ANC-Cside	Eu	7	36	44.00	25.42	0.030277494	503	2	MNHR-VIT-20	PCR
LG426	N	LG426	2886	309980	0.931027808	0.517452739	2	0.0024	52.49322681	16.30040286	59.88664174	13.95796268	VIT_23	4500-3600 cal. BC		W	BLW-A	Romania	Vitănești		Wild	MNHR-VIT-23				Adrian Balasescu			ANC-Cside	Eu	8	36	44.00	25.42	0.007704809	128	0	Large Wild(100%)	PCR
LG432	N	LG432	794	211357	0.375667709	0.19918905	3	0.0013	50.38335435	19.39766792	63.45031132	12.42244159	MAG_01	5956 -5905 cal. BC 	Neolithic	W	BLW-A	Romania	Magura		Wild	Large Wild(57.73%)				Adrian Balasescu			ANC-Cside	Eu	9	36	44.42	24.72	0.007825197	130	0	MNHR-MAG-001	PCR
LG434	N	LG434	3326	291282	1.141848793	0.574700805	22	0.009	46.11650485	17.69338638	55.66094653	14.82264672	MAG_04	6200 BC?	Neolithic	W	BLW-A	Romania	Magura		Wild	Large Wild(89.22%)				Adrian Balasescu			ANC-Cside	Eu	10	36	44.42	24.72	0.070607356	1144	1	MNHR-MAG-004	BOTH
LG45	N	LG045	282	77719	0.362845636	0.073341139	0	0.3723	30.71186441	20.71510004	68.62205272	10.5759838	GOB_03													François X Ricaut	M-115			-	2	44	42.03	43.47	0.027147415	378	0	?	NA
LG610	N	LG610	2486	414980	0.599065015	0.135669189	2	0.0024	25.13709677	12.9530973	52.90871717	15.44672496	MUN_216	4000-3500 BC		W	EUW-A	Germany	Bruchsal		Wild	Large Wild(91.46%)				Joris Peters			ANC-Y1-6A	Y1	12	36	49.13	8.60	0.008246554	137	0	MUN_216	PCR
LG619	N	LG619	754	242079	0.31146857	0.08220457	4	0	27.43633952	15.16905375	55.2117408	14.57577539	MUN_227	4000-3500 BC		W	EUW-A	Germany	Bruchsal		Wild	Large Wild(76.73%)				Joris Peters			ANC-Cside	Eu	13	36	49.13	8.60	0.013964967	232	0	MUN_227	PCR
LG622	N	LG622	2	153	1.307189542	0	0	0	47.5	0	67.59477124	12.74467789	MUN_314	4000-3500 BC?		W	EUW-A	Germany	Gerstetten		Wild	Large Wild(77.85%)				Joris Peters			ANC-Cside	Eu	1	37	48.63	10.02	0	0	0	MUN_314	PCR
LG644	N	LG644	9	188	4.787234043	0.531914894	0	0	53.66666667	18.74833326	70.83510638	9.616687896	MUN_289	4th - 6th century AD?		W	EUW-A	Germany	Eggolsheim		Wild	Wild(89.24%)				Joris Peters			ANC-Cside	Eu	2	37	49.77	11.06	0	0	0	MUN_289	PCR
LG811	N	LG811	9	99	9.090909091	4.04040404	0	0	55	14.45683229	65.31313131	14.45234708	LTA-12	4500-3700 cal. BC		W	BLW-A	Romania	Luncavita		Wild	2 teeth<-Large Wild (74.5% and 100%)				Adrian Balasescu			ANC-YellowSta	Y2	4	37	45.29	28.28	0	0	0	MNHR-LTA-12	PCR
LG822	N	LG822	0	342	0	0	0	NA	NA	NA	NA	NA	BORD_11	4200-3900 BC?	Chalcolithic	W	BLW-A	Romania	Bordusani		Wild	2 teeth<-Large Wild (75.2% and 100%)				Adrian Balasescu	Introgression domestic Wild? see Marie Ballasse paper		ANC-Y1-6A	Y1	6	37	44.48	27.90	0	0	0	MNHR-BORD-11	PCR
